학제,학교명,지역,설립,재적학생수,재학생수,휴학생수,총장및전임교원수
대학부설대학원,동아대학교 예술대학원,부산,사립,8 ,4 ,4 ,
대학부설대학원,동아대학교 동북아국제대학원,부산,사립,,,,
대학부설대학원,동아대학교 경찰법무대학원,부산,사립,,,,
대학부설대학원,동아대학교 국제전문대학원,부산,사립,89 ,78 ,11 ,10 
대학부설대학원,동아대학교 법학전문대학원,부산,사립,264 ,246 ,18 ,32 
대학부설대학원,동아대학교 의학전문대학원,부산,사립,79 ,77 ,2 ,
대학부설대학원,동아대학교 동북아국제전문대학원,부산,사립,,,,
대학부설대학원,동양대학교일반대학원,경북,사립,88 ,71 ,17 ,
대학부설대학원,동양대학교교육대학원,경북,사립,20 ,15 ,5 ,1 
대학부설대학원,동양대학교정보대학원,경북,사립,87 ,77 ,10 ,1 
대학부설대학원,동의대학교대학원,부산,사립,608 ,562 ,46 ,
대학부설대학원,동의대학교경영대학원,부산,사립,81 ,76 ,5 ,
대학부설대학원,동의대학교교육대학원,부산,사립,111 ,101 ,10 ,
대학부설대학원,동의대학교행정대학원,부산,사립,98 ,90 ,8 ,
대학부설대학원,동의대학교영상정보대학원,부산,사립,45 ,36 ,9 ,1 
대학부설대학원,동의대학교산업문화대학원,부산,사립,82 ,68 ,14 ,2 
대학부설대학원,루터대학교 대학원,경기,사립,46 ,43 ,3 ,
대학부설대학원,명지대학교 대학원,경기,사립,1218 ,1005 ,213 ,11 
대학부설대학원,명지대학교 경영대학원,서울,사립,29 ,23 ,6 ,1 
대학부설대학원,명지대학교 교육대학원,서울,사립,203 ,187 ,16 ,13 
대학부설대학원,명지대학교 국제대학원,경기,사립,,,,
대학부설대학원,명지대학교 문화예술대학원,서울,사립,192 ,162 ,30 ,4 
대학부설대학원,명지대학교 사회교육대학원,서울,사립,722 ,616 ,106 ,10 
대학부설대학원,명지대학교 사회복지대학원,서울,사립,115 ,105 ,10 ,
대학부설대학원,명지대학교 산업대학원,경기,사립,193 ,153 ,40 ,1 
대학부설대학원,명지대학교 기록과학대학원,서울,사립,,,,
대학부설대학원,명지대학교 부동산대학원,서울,사립,85 ,77 ,8 ,
대학부설대학원,명지대학교 부동산ㆍ유통경영대학원,서울,사립,2 ,2 ,,
대학부설대학원,명지대학교 기록정보과학전문대학원,서울,사립,90 ,81 ,9 ,8 
대학부설대학원,목원대학교일반대학원,대전,사립,344 ,270 ,74 ,
대학부설대학원,목원대학교교육대학원,대전,사립,1 ,1 ,,
대학부설대학원,목원대학교산업정보대학원,대전,사립,,,,
대학부설대학원,목원대학교신학대학원,대전,사립,254 ,231 ,23 ,2 
대학부설대학원,목원대학교언론광고홍보대학원,대전,사립,1 ,,1 ,
대학부설대학원,목원대학교 산업정보언론대학원,대전,사립,129 ,107 ,22 ,
대학부설대학원,배재대학교대학원,대전,사립,454 ,419 ,35 ,
대학부설대학원,배재대학교 교육대학원,대전,사립,97 ,89 ,8 ,
대학부설대학원,배재대학교 국제통상대학원,대전,사립,13 ,12 ,1 ,
대학부설대학원,배재대학교 관광축제호텔대학원,대전,사립,27 ,25 ,2 ,
대학부설대학원,배재대학교 법무·행정대학원,대전,사립,13 ,10 ,3 ,
대학부설대학원,배재대학교 컨설팅대학원,대전,사립,,,,
대학부설대학원,배재대학교 한류문화산업대학원,대전,사립,32 ,24 ,8 ,
대학부설대학원,부산가톨릭대학교대학원,부산,사립,185 ,179 ,6 ,
대학부설대학원,부산가톨릭대학교 생명과학대학원,부산,사립,,,,
대학부설대학원,부산외국어대학교대학원,부산,사립,214 ,175 ,39 ,
대학부설대학원,부산외국어대학교교육대학원,부산,사립,69 ,57 ,12 ,8 
대학부설대학원,부산외국어대학교통역번역대학원,부산,사립,95 ,84 ,11 ,2 
대학부설대학원,부산외국어대학교 TESOL 대학원,부산,사립,25 ,17 ,8 ,1 
대학부설대학원,부산외국어대학교 국제통상경영대학원,부산,사립,53 ,49 ,4 ,1 
대학부설대학원,삼육대학교 대학원,서울,사립,301 ,249 ,52 ,
대학부설대학원,삼육대학교경영대학원,서울,사립,14 ,13 ,1 ,
대학부설대학원,삼육대학교 신학대학원,서울,사립,39 ,33 ,6 ,
대학부설대학원,삼육대학교신학전문대학원,서울,사립,11 ,10 ,1 ,
대학부설대학원,삼육대학교보건복지대학원,서울,사립,48 ,43 ,5 ,
대학부설대학원,상명대학교 대학원,서울,사립,829 ,706 ,123 ,9 
대학부설대학원,상명대학교 대학원,충남,사립,190 ,157 ,33 ,
대학부설대학원,상명대학교 경영대학원,서울,사립,102 ,88 ,14 ,1 
대학부설대학원,상명대학교 교육대학원,서울,사립,201 ,156 ,45 ,8 
대학부설대학원,상명대학교 예술디자인대학원,서울,사립,6 ,1 ,5 ,
대학부설대학원,상명대학교 복지상담대학원,서울,사립,142 ,128 ,14 ,2 
대학부설대학원,상명대학교 문화기술대학원,서울,사립,260 ,226 ,34 ,5 
대학부설대학원,상지대학교대학원,강원,사립,179 ,161 ,18 ,
대학부설대학원,상지대학교교육대학원,강원,사립,68 ,59 ,9 ,
대학부설대학원,상지대학교 평화안보.상담심리대학원,강원,사립,98 ,82 ,16 ,2 
대학부설대학원,상지대학교 사회복지정책대학원,강원,사립,70 ,57 ,13 ,
대학부설대학원,상지대학교 경영.행정.산업대학원,강원,사립,33 ,28 ,5 ,
대학부설대학원,서강대학교대학원,서울,사립,1372 ,1273 ,99 ,
대학부설대학원,서강대학교 경제대학원,서울,사립,302 ,211 ,91 ,1 
대학부설대학원,서강대학교 공공정책대학원,서울,사립,183 ,155 ,28 ,1 
대학부설대학원,서강대학교교육대학원,서울,사립,377 ,342 ,35 ,8 
대학부설대학원,서강대학교국제대학원,서울,사립,167 ,155 ,12 ,7 
대학부설대학원,서강대학교 신학대학원,서울,사립,112 ,89 ,23 ,11 
대학부설대학원,서강대학교언론대학원,서울,사립,398 ,296 ,102 ,1 
대학부설대학원,서강대학교정보통신대학원,서울,사립,152 ,135 ,17 ,
대학부설대학원,서강대학교영상대학원,서울,사립,98 ,79 ,19 ,7 
대학부설대학원,서강대학교 경영전문대학원,서울,사립,507 ,444 ,63 ,
대학부설대학원,서강대학교 법학전문대학원,서울,사립,134 ,130 ,4 ,23 
대학부설대학원,서강대학교 기술경영전문대학원,서울,사립,110 ,104 ,6 ,8 
대학부설대학원,서경대학교일반대학원,서울,사립,302 ,256 ,46 ,2 
대학부설대학원,서경대학교 경영대학원,서울,사립,50 ,39 ,11 ,
대학부설대학원,서경대학교미용예술대학원,서울,사립,141 ,121 ,20 ,
대학부설대학원,서경대학교 경영문화대학원,서울,사립,41 ,41 ,,
대학부설대학원,서남대학교대학원,전북,사립,71 ,48 ,23 ,
대학부설대학원,서남대학교 경영·행정대학원,전북,사립,4 ,3 ,1 ,
대학부설대학원,서남대학교 교육대학원,전북,사립,36 ,36 ,,
대학부설대학원,서남대학교사회정책대학원,전북,사립,1 ,1 ,,
대학부설대학원,서울신학대학교대학원,경기,사립,155 ,110 ,45 ,
대학부설대학원,서울신학대학교사회복지대학원,경기,사립,31 ,30 ,1 ,
대학부설대학원,서울신학대학교신학대학원,경기,사립,590 ,496 ,94 ,7 
대학부설대학원,서울신학대학교상담대학원,경기,사립,107 ,82 ,25 ,2 
대학부설대학원,서울신학대학교 신학전문대학원,경기,사립,174 ,123 ,51 ,13 
대학부설대학원,서울여자대학교 대학원,서울,사립,269 ,242 ,27 ,
대학부설대학원,서울여자대학교 교육대학원,서울,사립,55 ,48 ,7 ,1 
대학부설대학원,서울여자대학교 특수치료전문대학원,서울,사립,101 ,96 ,5 ,6 
대학부설대학원,서울여자대학교 사회복지·기독교대학원,서울,사립,91 ,82 ,9 ,
대학부설대학원,서울장신대학교 일반대학원,경기,사립,94 ,72 ,22 ,
대학부설대학원,서울장신대학교 교회음악대학원,경기,사립,10 ,9 ,1 ,
대학부설대학원,서울장신대학교 사회복지대학원,경기,사립,,,,
대학부설대학원,서울장신대학교 선교대학원,경기,사립,,,,
대학부설대학원,서울장신대학교 신학대학원,경기,사립,206 ,197 ,9 ,
대학부설대학원,서울장신대학교 자연치유선교대학원,경기,사립,14 ,11 ,3 ,
대학부설대학원,서울장신대학교 예배찬양사역대학원,경기,사립,79 ,52 ,27 ,
대학부설대학원,서울장신대학교 전인치유선교대학원,경기,사립,,,,
대학부설대학원,서울장신대학교 사회복지상담대학원,경기,사립,12 ,11 ,1 ,
대학부설대학원,서원대학교교육대학원,충북,사립,183 ,127 ,56 ,
대학부설대학원,서원대학교산업대학원,충북,사립,42 ,34 ,8 ,
대학부설대학원,서원대학교정보통신대학원,충북,사립,4 ,1 ,3 ,
대학부설대학원,선문대학교대학원,충남,사립,249 ,230 ,19 ,
대학부설대학원,선문대학교 경영대학원,충남,사립,,,,
대학부설대학원,선문대학교교육대학원,충남,사립,62 ,56 ,6 ,
대학부설대학원,선문대학교사회복지대학원,충남,사립,23 ,19 ,4 ,
대학부설대학원,선문대학교통번역대학원,충남,사립,40 ,32 ,8 ,
대학부설대학원,선문대학교 행정대학원,충남,사립,16 ,11 ,5 ,
대학부설대학원,선문대학교상담대학원,충남,사립,27 ,22 ,5 ,
대학부설대학원,선문대학교신학전문대학원,충남,사립,49 ,36 ,13 ,7 
대학부설대학원,선문대학교 통합의학대학원,충남,사립,109 ,99 ,10 ,2 
대학부설대학원,선문대학교 무도대학원,충남,사립,11 ,11 ,,
대학부설대학원,성결대학교일반대학원,경기,사립,59 ,48 ,11 ,
대학부설대학원,성결대학교경영행정대학원,경기,사립,20 ,19 ,1 ,
대학부설대학원,성결대학교교육대학원,경기,사립,112 ,102 ,10 ,3 
대학부설대학원,성결대학교 문화예술대학원,경기,사립,26 ,22 ,4 ,
대학부설대학원,성결대학교사회복지대학원,경기,사립,68 ,66 ,2 ,
대학부설대학원,성결대학교신학대학원,경기,사립,92 ,91 ,1 ,
대학부설대학원,성결대학교신학전문대학원,경기,사립,36 ,29 ,7 ,
대학부설대학원,성결대학교성결신학대학원,경기,사립,207 ,175 ,32 ,
대학부설대학원,성결대학교 프라임대학원,경기,사립,35 ,35 ,,
대학부설대학원,성공회대학교대학원,서울,사립,130 ,99 ,31 ,
대학부설대학원,성공회대학교교육대학원,서울,사립,28 ,16 ,12 ,1 
대학부설대학원,성공회대학교 신학대학원,서울,사립,9 ,8 ,1 ,8 
대학부설대학원,성공회대학교시민사회복지대학원,서울,사립,102 ,71 ,31 ,
대학부설대학원,성공회대학교신학전문대학원,서울,사립,32 ,18 ,14 ,
대학부설대학원,성공회대학교NGO대학원,서울,사립,101 ,67 ,34 ,1 
대학부설대학원,성공회대학교문화대학원,서울,사립,58 ,42 ,16 ,1 
대학부설대학원,성균관대학교 일반대학원,서울,사립,5055 ,4687 ,368 ,119 
대학부설대학원,성균관대학교 경영대학원,서울,사립,,,,
대학부설대학원,성균관대학교 교육대학원,서울,사립,197 ,170 ,27 ,
대학부설대학원,성균관대학교 디자인대학원,서울,사립,106 ,82 ,24 ,
대학부설대학원,성균관대학교 사회복지대학원,서울,사립,170 ,147 ,23 ,
대학부설대학원,성균관대학교 언론정보대학원,서울,사립,148 ,101 ,47 ,
대학부설대학원,성균관대학교 유학대학원,서울,사립,90 ,87 ,3 ,
대학부설대학원,성균관대학교 임상약학대학원,경기,사립,66 ,55 ,11 ,
대학부설대학원,성균관대학교 정보통신대학원,서울,사립,195 ,172 ,23 ,
대학부설대학원,성균관대학교 행정대학원,서울,사립,,,,
대학부설대학원,성균관대학교 과학기술대학원,경기,사립,,,,
대학부설대학원,성균관대학교 생활과학대학원,서울,사립,57 ,50 ,7 ,
대학부설대학원,성균관대학교 경영(전문)대학원,서울,사립,570 ,537 ,33 ,46 
대학부설대학원,성균관대학교 번역·테솔(TESOL)대학원,서울,사립,109 ,79 ,30 ,
대학부설대학원,성균관대학교 국가전략대학원,서울,사립,91 ,68 ,23 ,
대학부설대학원,성균관대학교 법학전문대학원,서울,사립,477 ,446 ,31 ,43 
대학부설대학원,성균관대학교 임상간호대학원,경기,사립,122 ,114 ,8 ,
대학부설대학원,성균관대학교 국정관리대학원,서울,사립,178 ,158 ,20 ,11 
대학부설대학원,성균관대학교 글로벌창업대학원,경기,사립,46 ,43 ,3 ,
대학부설대학원,성균관대학교 의학전문대학원,경기,사립,61 ,60 ,1 ,
대학부설대학원,성균관대학교 경영대학원(iMBA),서울,사립,465 ,437 ,28 ,
대학부설대학원,성균관대학교 중국대학원,서울,사립,73 ,70 ,3 ,5 
대학부설대학원,성균관대학교 수자원전문대학원,경기,사립,55 ,48 ,7 ,8 
대학부설대학원,성균관대학교 글로벌보험연금대학원,서울,사립,10 ,10 ,,
대학부설대학원,성균관대학교 문화융합대학원,서울,사립,69 ,56 ,13 ,
대학부설대학원,성신여자대학교대학원,서울,사립,615 ,563 ,52 ,3 
대학부설대학원,성신여자대학교교육대학원,서울,사립,166 ,151 ,15 ,5 
대학부설대학원,성신여자대학교문화산업대학원,서울,사립,51 ,46 ,5 ,2 
대학부설대학원,성신여자대학교 생애복지대학원,서울,사립,79 ,73 ,6 ,1 
대학부설대학원,성신여자대학교 융합디자인예술대학원,서울,사립,53 ,51 ,2 ,
대학부설대학원,세명대학교일반대학원,충북,사립,172 ,152 ,20 ,
대학부설대학원,세명대학교교육대학원,충북,사립,22 ,21 ,1 ,
대학부설대학원,세명대학교 저널리즘스쿨대학원,충북,사립,57 ,48 ,9 ,4 
대학부설대학원,세명대학교 경영행정복지대학원,충북,사립,56 ,55 ,1 ,
대학부설대학원,세종대학교일반대학원,서울,사립,1398 ,1274 ,124 ,20 
대학부설대학원,세종대학교 공공정책대학원,서울,사립,136 ,129 ,7 ,4 
대학부설대학원,세종대학교관광대학원,서울,사립,314 ,280 ,34 ,2 
대학부설대학원,세종대학교교육대학원,서울,사립,118 ,114 ,4 ,3 
대학부설대학원,세종대학교산업경영대학원,서울,사립,,,,
대학부설대학원,세종대학교 산업대학원,서울,사립,205 ,166 ,39 ,2 
대학부설대학원,세종대학교언론홍보대학원,서울,사립,,,,
대학부설대학원,세종대학교 정책과학대학원,서울,사립,44 ,39 ,5 ,
대학부설대학원,세종대학교행정대학원,서울,사립,,,,
대학부설대학원,세종대학교공연예술대학원,서울,사립,70 ,47 ,23 ,
대학부설대학원,세종대학교영상대학원,서울,사립,,,,
대학부설대학원,세종대학교경영전문대학원,서울,사립,146 ,142 ,4 ,5 
대학부설대학원,세종대학교 문화예술콘텐츠대학원,서울,사립,36 ,27 ,9 ,
대학부설대학원,세종대학교 도시부동산대학원,서울,사립,23 ,23 ,,
대학부설대학원,세종대학교 융합예술대학원,서울,사립,209 ,179 ,30 ,
대학부설대학원,수원가톨릭대학교대학원,경기,사립,65 ,61 ,4 ,
대학부설대학원,수원대학교일반대학원,경기,사립,315 ,289 ,26 ,
대학부설대학원,수원대학교경영대학원,경기,사립,92 ,79 ,13 ,2 
대학부설대학원,수원대학교교육대학원,경기,사립,252 ,234 ,18 ,17 
대학부설대학원,수원대학교금융공학대학원,경기,사립,7 ,5 ,2 ,2 
대학부설대학원,수원대학교 미술대학원,경기,사립,47 ,43 ,4 ,
대학부설대학원,수원대학교사회복지대학원,경기,사립,73 ,72 ,1 ,
대학부설대학원,수원대학교행정대학원,경기,사립,32 ,32 ,,
대학부설대학원,수원대학교호텔관광대학원,경기,사립,22 ,22 ,,1 
대학부설대학원,수원대학교 음악대학원,경기,사립,70 ,58 ,12 ,1 
대학부설대학원,수원대학교 공학대학원,경기,사립,34 ,34 ,,
대학부설대학원,숙명여자대학교 일반대학원,서울,사립,1145 ,903 ,242 ,2 
대학부설대학원,숙명여자대학교 교육대학원,서울,사립,578 ,501 ,77 ,9 
대학부설대학원,숙명여자대학교 국제관계대학원,서울,사립,89 ,67 ,22 ,3 
대학부설대학원,숙명여자대학교 사회교육대학원,서울,사립,162 ,124 ,38 ,2 
대학부설대학원,숙명여자대학교 음악치료대학원,서울,사립,111 ,96 ,15 ,3 
대학부설대학원,숙명여자대학교 임상약학대학원,서울,사립,20 ,15 ,5 ,1 
대학부설대학원,숙명여자대학교 전통문화예술대학원,서울,사립,147 ,119 ,28 ,5 
대학부설대학원,숙명여자대학교 정책산업대학원,서울,사립,89 ,66 ,23 ,3 
대학부설대학원,숙명여자대학교 TESOL 대학원,서울,사립,100 ,77 ,23 ,18 
대학부설대학원,숙명여자대학교 원격대학원,서울,사립,284 ,239 ,45 ,4 
대학부설대학원,숙명여자대학교 여성인적자원개발대학원,서울,사립,68 ,61 ,7 ,2 
대학부설대학원,숙명여자대학교 호스피탈리티경영전문대학원,서울,사립,52 ,38 ,14 ,1 
대학부설대학원,숙명여자대학교 라이프스타일디자인대학원,서울,사립,47 ,40 ,7 ,2 
대학부설대학원,순천향대학교대학원,충남,사립,591 ,551 ,40 ,1 
대학부설대학원,순천향대학교교육대학원,충남,사립,258 ,230 ,28 ,6 
대학부설대학원,순천향대학교산업정보대학원,충남,사립,1 ,1 ,,
대학부설대학원,순천향대학교 행정대학원,충남,사립,,,,
대학부설대학원,순천향대학교 글로벌경영대학원,충남,사립,,,,
대학부설대학원,순천향대학교 건강과학대학원,충남,사립,166 ,153 ,13 ,
대학부설대학원,순천향대학교 법과학대학원,충남,사립,131 ,118 ,13 ,3 
대학부설대학원,순천향대학교 기술경영행정대학원,충남,사립,61 ,53 ,8 ,
대학부설대학원,숭실대학교 대학원,서울,사립,1559 ,1460 ,99 ,
대학부설대학원,숭실대학교 경영대학원,서울,사립,232 ,191 ,41 ,2 
대학부설대학원,숭실대학교 교육대학원,서울,사립,227 ,211 ,16 ,3 
대학부설대학원,숭실대학교 기독교학대학원,서울,사립,168 ,134 ,34 ,
대학부설대학원,숭실대학교 사회복지대학원,서울,사립,310 ,266 ,44 ,
대학부설대학원,숭실대학교 정보과학대학원,서울,사립,248 ,228 ,20 ,2 
대학부설대학원,숭실대학교 중소기업대학원,서울,사립,65 ,61 ,4 ,
대학부설대학원,숭실대학교 소프트웨어특성화대학원,서울,사립,60 ,60 ,,5 
대학부설대학원,신라대학교 대학원,부산,사립,409 ,374 ,35 ,
대학부설대학원,신라대학교 교육대학원,부산,사립,238 ,210 ,28 ,
대학부설대학원,신라대학교 국제경영대학원,부산,사립,,,,
대학부설대학원,신라대학교 사회복지대학원,부산,사립,134 ,125 ,9 ,
대학부설대학원,신라대학교 조형대학원,부산,사립,,,,
대학부설대학원,신라대학교 리더십대학원,부산,사립,17 ,13 ,4 ,
대학부설대학원,신라대학교 공공안전정책대학원,부산,사립,36 ,36 ,,
대학부설대학원,아세아연합신학대학교대학원,경기,사립,181 ,129 ,52 ,
대학부설대학원,아세아연합신학대학교교육대학원,경기,사립,97 ,62 ,35 ,2 
대학부설대학원,아세아연합신학대학교선교대학원,경기,사립,54 ,39 ,15 ,24 
대학부설대학원,아세아연합신학대학교신학대학원,경기,사립,386 ,321 ,65 ,
대학부설대학원,아세아연합신학대학교상담대학원,경기,사립,132 ,111 ,21 ,
대학부설대학원,아세아연합신학대학교복지대학원,경기,사립,11 ,9 ,2 ,2 
대학부설대학원,아주대학교대학원,경기,사립,1704 ,1561 ,143 ,6 
대학부설대학원,아주대학교경영대학원,경기,사립,727 ,646 ,81 ,
대학부설대학원,아주대학교공공정책대학원,경기,사립,361 ,317 ,44 ,2 
대학부설대학원,아주대학교교육대학원,경기,사립,708 ,627 ,81 ,8 
대학부설대학원,아주대학교국제대학원,경기,사립,162 ,152 ,10 ,1 
대학부설대학원,아주대학교 보건대학원,경기,사립,69 ,62 ,7 ,1 
대학부설대학원,아주대학교정보통신대학원,경기,사립,522 ,408 ,114 ,
대학부설대학원,아주대학교정보통신전문대학원,경기,사립,,,,
대학부설대학원,아주대학교 임상치의학대학원,경기,사립,50 ,44 ,6 ,
대학부설대학원,아주대학교 공학대학원,경기,사립,208 ,188 ,20 ,1 
대학부설대학원,아주대학교 법학전문대학원,경기,사립,178 ,161 ,17 ,30 
대학부설대학원,아주대학교 의학전문대학원,경기,사립,69 ,68 ,1 ,
대학부설대학원,아주대학교 교통·ITS대학원,경기,사립,60 ,54 ,6 ,
대학부설대학원,아주대학교 IT융합대학원,경기,사립,58 ,56 ,2 ,
대학부설대학원,아주대학교 글로벌제약임상대학원,경기,사립,15 ,15 ,,
대학부설대학원,안양대학교대학원,경기,사립,228 ,193 ,35 ,1 
대학부설대학원,안양대학교경영행정대학원,경기,사립,61 ,52 ,9 ,2 
대학부설대학원,안양대학교교육대학원,경기,사립,173 ,148 ,25 ,2 
대학부설대학원,안양대학교신학대학원,경기,사립,186 ,158 ,28 ,7 
대학부설대학원,연세대학교 대학원,서울,사립,7344 ,6150 ,1194 ,61 
대학부설대학원,연세대학교 경제대학원,서울,사립,310 ,280 ,30 ,
대학부설대학원,연세대학교 교육대학원,서울,사립,1196 ,977 ,219 ,6 
대학부설대학원,연세대학교 국제학대학원,서울,사립,374 ,335 ,39 ,20 
대학부설대학원,연세대학교 법무대학원,서울,사립,300 ,244 ,56 ,
대학부설대학원,연세대학교 보건대학원,서울,사립,351 ,326 ,25 ,6 
대학부설대학원,연세대학교 보건환경대학원,강원,사립,93 ,88 ,5 ,
대학부설대학원,연세대학교 사회복지대학원,서울,사립,140 ,113 ,27 ,6 
대학부설대학원,연세대학교 생활환경대학원,서울,사립,240 ,195 ,45 ,
대학부설대학원,연세대학교 언론홍보대학원,서울,사립,347 ,263 ,84 ,
대학부설대학원,연세대학교 연합신학대학원,서울,사립,185 ,136 ,49 ,18 
대학부설대학원,연세대학교 정보대학원,서울,사립,289 ,244 ,45 ,13 
대학부설대학원,연세대학교 행정대학원,서울,사립,483 ,423 ,60 ,
대학부설대학원,연세대학교 간호대학원,서울,사립,165 ,148 ,17 ,
대학부설대학원,연세대학교 경영전문대학원,서울,사립,484 ,454 ,30 ,
대학부설대학원,연세대학교 공학대학원,서울,사립,569 ,535 ,34 ,
대학부설대학원,연세대학교 법학전문대학원,서울,사립,431 ,404 ,27 ,49 
대학부설대학원,연세대학교 정경대학원,강원,사립,160 ,127 ,33 ,
대학부설대학원,연세대학교 의학전문대학원,서울,사립,172 ,170 ,2 ,
대학부설대학원,연세대학교 치의학전문대학원,서울,사립,89 ,88 ,1 ,
대학부설대학원,연세대학교 커뮤니케이션대학원,서울,사립,192 ,160 ,32 ,11 
대학부설대학원,연세대학교 정경·창업대학원,강원,사립,92 ,88 ,4 ,
대학부설대학원,영남대학교 일반대학원,경북,사립,1742 ,1593 ,149 ,
대학부설대학원,영남대학교 경영대학원,대구,사립,206 ,191 ,15 ,
대학부설대학원,영남대학교 교육대학원,경북,사립,534 ,478 ,56 ,12 
대학부설대학원,영남대학교 공학대학원,경북,사립,103 ,92 ,11 ,
대학부설대학원,영남대학교 임상약학대학원,대구,사립,22 ,17 ,5 ,
대학부설대학원,영남대학교 조형대학원,경북,사립,,,,
대학부설대학원,영남대학교 행정대학원,대구,사립,161 ,152 ,9 ,
대학부설대학원,영남대학교 환경보건대학원,대구,사립,193 ,166 ,27 ,2 
대학부설대학원,영남대학교 스포츠과학대학원,대구,사립,40 ,33 ,7 ,
대학부설대학원,영남대학교 법학전문대학원,경북,사립,230 ,223 ,7 ,28 
대학부설대학원,영남대학교 의학전문대학원,대구,사립,120 ,117 ,3 ,
대학부설대학원,영남대학교 박정희정책새마을대학원,경북,사립,,,,
대학부설대학원,영남대학교 문화예술디자인대학원,경북,사립,41 ,32 ,9 ,
대학부설대학원,영남대학교 박정희새마을대학원,경북,사립,167 ,166 ,1 ,2 
대학부설대학원,영남신학대학교대학원,경북,사립,44 ,20 ,24 ,
대학부설대학원,영남신학대학교사회복지대학원,경북,사립,13 ,12 ,1 ,
대학부설대학원,영남신학대학교신학대학원,경북,사립,277 ,254 ,23 ,
대학부설대학원,영남신학대학교 상담대학원,경북,사립,9 ,8 ,1 ,
대학부설대학원,영남신학대학교 성서신학대학원,경북,사립,9 ,8 ,1 ,
대학부설대학원,영동대학교산업정보대학원,충북,사립,116 ,104 ,12 ,
대학부설대학원,용인대학교일반대학원,경기,사립,237 ,220 ,17 ,
대학부설대학원,용인대학교경영대학원,경기,사립,32 ,32 ,,
대학부설대학원,용인대학교교육대학원,경기,사립,370 ,300 ,70 ,23 
대학부설대학원,용인대학교 문화예술대학원,경기,사립,45 ,39 ,6 ,
대학부설대학원,용인대학교예술대학원,경기,사립,,,,
대학부설대학원,용인대학교체육과학대학원,경기,사립,62 ,52 ,10 ,
대학부설대학원,용인대학교 재활복지대학원,경기,사립,45 ,43 ,2 ,1 
대학부설대학원,용인대학교재활보건과학대학원,경기,사립,,,,
대학부설대학원,용인대학교 통일대학원,경기,사립,46 ,44 ,2 ,
대학부설대학원,용인대학교 태권도대학원,경기,사립,50 ,44 ,6 ,
대학부설대학원,용인대학교 문화재대학원,경기,사립,24 ,23 ,1 ,
대학부설대학원,우석대학교일반대학원,전북,사립,259 ,217 ,42 ,
대학부설대학원,우석대학교교육대학원,전북,사립,252 ,228 ,24 ,2 
대학부설대학원,우석대학교 경영행정문화대학원,전북,사립,70 ,62 ,8 ,
대학부설대학원,우석대학교 국방정책대학원,전북,사립,73 ,65 ,8 ,
대학부설대학원,울산대학교 대학원,울산,사립,1304 ,1102 ,202 ,
대학부설대학원,울산대학교 경영대학원,울산,사립,184 ,154 ,30 ,
대학부설대학원,울산대학교 교육대학원,울산,사립,365 ,311 ,54 ,4 
대학부설대학원,울산대학교 산업대학원,울산,사립,319 ,284 ,35 ,
대학부설대학원,울산대학교 정책대학원,울산,사립,165 ,153 ,12 ,1 
대학부설대학원,울산대학교자동차선박기술대학원,울산,사립,73 ,46 ,27 ,1 
대학부설대학원,원광대학교 대학원,전북,사립,1047 ,891 ,156 ,3 
대학부설대학원,원광대학교 교육대학원,전북,사립,281 ,246 ,35 ,2 
대학부설대학원,원광대학교 보건환경대학원,전북,사립,,,,
대학부설대학원,원광대학교 경영대학원,전북,사립,21 ,20 ,1 ,
대학부설대학원,원광대학교 행정대학원,전북,사립,54 ,50 ,4 ,
대학부설대학원,원광대학교 동양학대학원,전북,사립,188 ,173 ,15 ,2 
대학부설대학원,원광대학교 한의학전문대학원,전북,사립,52 ,44 ,8 ,19 
대학부설대학원,원광대학교 법학전문대학원,전북,사립,197 ,188 ,9 ,32 
대학부설대학원,원광대학교 동서보완의학대학원,전북,사립,,,,
대학부설대학원,원광대학교 보건·보완의학대학원,전북,사립,109 ,93 ,16 ,1 
대학부설대학원,원광대학교 식품산업기술대학원,전북,사립,6 ,5 ,1 ,
대학부설대학원,위덕대학교 대학원,경북,사립,98 ,91 ,7 ,
대학부설대학원,위덕대학교 경영대학원,경북,사립,31 ,30 ,1 ,
대학부설대학원,위덕대학교 교육대학원,경북,사립,79 ,65 ,14 ,1 
대학부설대학원,위덕대학교 불교대학원,경북,사립,43 ,33 ,10 ,
대학부설대학원,위덕대학교 사회복지대학원,경북,사립,68 ,63 ,5 ,
대학부설대학원,을지대학교일반대학원,대전,사립,206 ,187 ,19 ,
대학부설대학원,을지대학교보건대학원,대전,사립,46 ,40 ,6 ,
대학부설대학원,을지대학교임상간호대학원,대전,사립,33 ,31 ,2 ,
대학부설대학원,이화여자대학교 대학원,서울,사립,3256 ,2903 ,353 ,71 
대학부설대학원,이화여자대학교 교육대학원,서울,사립,1072 ,948 ,124 ,4 
대학부설대학원,이화여자대학교 국제대학원,서울,사립,185 ,175 ,10 ,18 
대학부설대학원,이화여자대학교 디자인대학원,서울,사립,313 ,238 ,75 ,
대학부설대학원,이화여자대학교 사회복지대학원,서울,사립,129 ,101 ,28 ,
대학부설대학원,이화여자대학교 신학대학원,서울,사립,77 ,64 ,13 ,
대학부설대학원,이화여자대학교 정보과학대학원,서울,사립,,,,
대학부설대학원,이화여자대학교 정책과학대학원,서울,사립,114 ,99 ,15 ,1 
